"","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86"
"AL391684.1",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL391807.1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1.5,1,1
"AL391834.1",1,1,1.5,1,1,2.5,1,1.5,1.5,2,1.5,1.5,1,1,1,0.5,0.5,1,3.5,1,1,1,1.5,1,1,1,0.5,0.5,2,1,1.5,1.5,1,1.5,0.5,0.5,1,0.5,1,1,1,0.5,3.5
"AL391834.2",1,1,1.5,1,1,2.5,1,1.5,1.5,2,1.5,1.5,1,1,1,0.5,0.5,1,3.5,1,1,1,1.5,1,1,1,0.5,0.5,2,1,1.5,1.5,1,1.5,0.5,0.5,1,0.5,1,1,1,0.5,3.5
"AL391840.3",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1,1,1
"AL391988.1",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL441992.1",1,1.5,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,0.5,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"AL442067.3",0.5,1.5,1,1,1,3,1,2,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,3.5,1.5,1,1.5,0.5,1,1,1.5,1.5,2.5,2,2,0.5,0.5,1,1,1,2,1.5,0.5,1
"AL445231.1",1,1,2,1,1,2,1,2,1.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1,1,2,1,1,0.5,1,1,1,1,2.5,1.5,1.5,1.5,0.5,1,1,1,1.5,1,1,1
"AL445253.1",1.5,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1,1,1,0.5,1.5,1,1,1,1
"AL445524.1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL445531.1",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"AL445933.1",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL449106.1",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL450326.1",1.5,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1.5,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL450405.1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1,1,1
"AL451042.1",1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1.5,1,1,0.5,1.5,1,1,1,0.5
"AL451042.2",1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1.5,1,1,0.5,1.5,1,1,1,0.5
"AL451123.1",1,1,1.5,1,1,2,1,1.5,1.5,2,1.5,1.5,0.5,1,1,0.5,0.5,0,1.5,1,1,1,1,1,1,1,0.5,0.5,2,1,1.5,1.5,1,1.5,0.5,0.5,1,0.5,1,1,1,0.5,0.5
"AL451142.1",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,1,1.5,1,1,1,1,1,2,1,1.5,1
"AL451165.2",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1.5,1,1
"AL499602.1",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,1,1.5,1,1,1,1,1,2,1,1.5,1
"AL499627.1",1,1.5,1.5,2,1,3,1,2,2,1,1,1.5,1,2,1.5,1,1.5,1,1,1,1,1,2.5,2.5,1,1,1,1,2,1.5,1,3,3,1.5,1,1,1,1,1.5,2,1.5,1.5,1
"AL512274.1",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1.5,1,1
"AL512306.2",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL512329.2",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,2,2,1,1,1,1,1.5,2,1,1,1
"AL512353.1",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL512408.1",1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1,1,1,0.5,1.5,1,1,1,1
"AL512770.1",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,0.5,1.5,1,1,3,0.5,1,1,1,1,1.5,0.5,0.5,0.5,1.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1.5,0.5,1,1
"AL512791.2",0.5,1,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,2,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,2,2,1.5,1
"AL513165.1",1,1,1.5,1,1,2,1,1.5,1.5,2,1.5,1.5,0.5,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,2,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,0.5,3.5
"AL513304.1",1.5,1,1.5,1,1,2,2,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1.5,0.5,0.5,0.5,0.5,1,1,1,1.5,1,1.5,0.5,1,1.5,1,1.5,1,0.5,1,1
"AL513318.1",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,1,1.5,1,1,1,1,1,2,1,1.5,1
"AL513327.1",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL513497.1",1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,1,1,1,1
"AL513534.2",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1
"AL513550.1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,2.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1,1,1
"AL583785.1",1,1,1.5,1,1,2.5,1,1.5,1.5,2,1.5,1.5,1,1,1,0.5,0.5,1,3.5,1,1,1,1.5,1,1,1,0.5,0.5,2,3.5,1.5,1.5,1,1.5,0.5,0.5,1,0.5,1,1,1,0.5,3.5
"AL589787.2",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL589843.1",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"AL589935.1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1.5,1,1
"AL589986.2",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,1.5,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL590004.3",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,2,2,1,1,1,1,1.5,2,1,1,1
"AL590062.1",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1.5,2,1,1,1
"AL590064.1",0.5,1.5,1.5,1,1,2,1,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1,1,1,0.5,1,1,1.5,0.5,2.5,2.5,1,0.5,0.5,1,1,1,2,1.5,0.5,1
"AL590434.1",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL590560.2",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL590560.3",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL590617.2",1,1,1.5,1.5,1,2,1,2,2,1.5,1,2.5,1,1,1,1,1,1,1.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,3,1,1,1,1,1,1,1,1,1
"AL590652.1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,3.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1.5,2,1,0.5,1,1,1.5,2,1.5,1,1
"AL590867.2",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1,1,1,1,1,1,2,1.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"AL591135.1",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1,1,1
"AL591686.1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL591846.1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL591895.1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL592148.3",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL592295.4",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL592295.5",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL592295.6",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL592424.1",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,1.5,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL596087.1",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL596202.1",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1,1,1,1,1,1,2,1.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,1,1,1,1,1,1,1,1,1,1
"AL596214.1",1,1,1,1,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,2.5,1.5,1.5,1.5,0.5,1,0.5,1,1.5,1,1,1
"AL596244.1",1,1.5,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,0.5,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"AL603750.1",1,1,1,1,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,0.5,1,0.5,1,1.5,1,1,1
"AL604028.1",1,1.5,1,1,1,2,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL606489.1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL606760.1",1,1,1,1,1,2,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1
"AL606834.1",3.5,1.5,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,1.5,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"AL606834.2",3.5,1.5,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,1.5,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"AL606923.2",1,1,2,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,2,1.5,1,1
"AL662795.2",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1,1,1
"AL662844.4",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,0.5,1,1,1.5,2,1.5,1,1
"AL662907.1",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL662907.2",1,1.5,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL663070.1",1,1.5,1,1.5,1,2,1.5,2,1.5,1,1,1,1,1,1,1,1,3.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,2,1,1,1
"AL670729.3",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL691482.3",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL713852.1",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL731566.2",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL731569.1",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,0.5,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL731571.1",0.5,1,1.5,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1
"AL731702.1",1,1.5,2,1.5,1,2.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,3,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL831711.1",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"AL844908.1",1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,0.5,0.5,1,1,1,1.5,1,1.5,1,0.5,1,1,1,1.5,1,1,1
"ALAD",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ALAS1",1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1
"ALB",1,1,2.5,2,1,1.5,1,2,1.5,1,1,2,1,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,3,1.5,1.5,1,0.5,1,0.5,2.5,1.5,1,1,1
"ALCAM",1,1,2.5,1.5,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,0.5,1.5,2,1,1.5,1,1,2,1,1.5,2,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"ALDH16A1",1.5,1.5,1,1.5,0.5,1.5,2.5,2,1.5,1,1,1.5,1,1,2,1,0.5,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1,1,1,1
"ALDH1A2",1,1,2,1.5,1,2,1.5,1,1.5,1.5,1,2,1,1,2,1,0.5,2,1,1,1,1,1.5,2,0.5,0.5,0.5,1,1.5,1,1,2,2,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"ALDH1A3",1,2,2,1.5,1,3.5,1.5,1,1.5,1.5,1,1,2,1,2,1,1,2,1,1,1,1,1.5,2,0.5,1,1,1,3,1,1,2,2.5,1.5,1,1,1,1,1.5,1.5,1.5,1,1
"ALDH1B1",1,1,1.5,1,1,2,1,1.5,1.5,2,1.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,0,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,0.5,3.5
"ALDH1L1",2,1,2.5,3,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,1,1.5,2,1,1.5,1,1,2,1,1.5,3,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"ALDH1L1-AS2",2,1,2.5,3,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,1,1.5,2,1,1.5,1,1,2,1,1.5,3,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"ALDH1L2",1,1.5,1.5,2,1,2,1.5,2,2,1,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,0.5,1,1.5,1,1,1
"ALDH2",1,1.5,1.5,2,1,2,1.5,2,2,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,0.5,1,1.5,1,1,1
"ALDH3A1",0.5,1,1.5,1,1,2,1.5,2,1.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,1,2,1.5,0.5,1,1,1,1.5,2,1,1,1
"ALDH3A2",0.5,1,1.5,1,1,2,1.5,2,1.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1,2,1,1,1,2,1.5,0.5,1,1,1,1.5,2,1,1,1
"ALDH3B1",1,1,2,1.5,1,2.5,1,2,2,1,1,1.5,1,1,1.5,1,1.5,2,1,1,1,1,2,2,1,1,1,1,1.5,0.5,1,3.5,2,2,1,1,1,1,1.5,3,1,1,1
"ALDH4A1",1.5,1,1,1.5,1,2,1,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2,1.5,1,1,1,1,0.5,1.5,1,1,1,1
"ALDH5A1",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1.5,1,0.5,2,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1
"ALDH6A1",0.5,1,1.5,2,1.5,2,1.5,2,1.5,1,1,1.5,1,1,2.5,1,1,1.5,1.5,1,1,1,2,2,1,1,1,2,1,1,0.5,1.5,2,2,1,1,1,0.5,1.5,1.5,2,1,1
"ALDH7A1",1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,2,1,1.5,1,0.5,1,1,1,1,1,0.5,1
"ALDH8A1",1,1,1.5,1.5,1,2,1,2,2,1.5,1,1.5,1,1,1,1,1,1,1.5,1,1,1,1,2.5,1,1,1,1,2,1,1,2,1.5,2,1,1,1,1,1,1,1,1,1
"ALDH9A1",1.5,2,2,1.5,1,1.5,1.5,2,1.5,1,1,1.5,1,2.5,2,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,2.5,1.5,2,1,1,1.5,1.5,1.5,2,2.5,1.5,1
"ALDOB",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ALDOC",1,1,1.5,2,1,2,1.5,2,1.5,1,1,2,1,1,2,1,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,2,2,1.5,0.5,1,1.5,1,1,2,1,1,1
"ALG1",1,1,1.5,1.5,1,2,1.5,1.5,1.5,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1,2.5,2,2,1,1,1,1,2,2.5,1.5,1,1
"ALG11",0.5,1.5,1.5,1,1,2,1,2,1.5,1,1,2.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,1.5,1,1,0.5,1,1,1.5,1.5,2.5,2.5,1,0.5,0.5,1,1,1,2,1.5,0.5,1
"ALG14",1,1,1,1,1,2,1,2,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,0.5,1,1,1,1,2.5,1.5,1.5,1.5,0.5,1,0.5,1,1.5,1,1,1
"ALG1L",2,1,2.5,3,1.5,2,2,2,2,1,1,3.5,1,1.5,2.5,0.5,1,1,1.5,1,1,0.5,1.5,2,1,1.5,1,1,2,1,1.5,3,2,1.5,1,1.5,1.5,1.5,2,2,1,1,1
"ALG1L6P",1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,0.5,1,0.5,1,1,0.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,0.5,1,1,0.5,0.5,1
"ALG1L9P",1,1,2,1.5,1,3,1,3.5,2,1,1,1.5,1,1.5,1.5,1,1.5,1,1,1,1,1,2,2,1,1,1,1,1.5,0.5,0.5,3.5,2,2,1,1,1,0.5,1.5,3,3.5,1,1
"ALG2",1,1,2,2,1,2,1.5,2.5,1.5,2,1.5,1.5,1,1,2,0.5,1,2,2,1,1,1,1,2,1,1,1,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1,1.5,1
"ALG5",0.5,1.5,1.5,1,1,2,1,2,1.5,1,1,1.5,1,1,1.5,1,0.5,1,1,1,1,1,1.5,3.5,1,1,0.5,1,1,1.5,0.5,2.5,2.5,1.5,0.5,0.5,1,1,1,2,1.5,0.5,1
"ALG6",1,1,1,1,1,2,2,2,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1,1,1,1,1,3,1.5,1.5,1,1,1,0.5,1.5,1.5,1,1,1
