"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50"
"FANCA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1.5,1,1,1.5,1,1,0.5,2,1.5,1.5,1,0.5,1,0.5,1.5,1
"FANCB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2,1,0.5,1,1,1,1.5,2.5,2,2.5,2,2,1,1,2.5,1,1.5,1,2,1,1.5,1
"FANCC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,2,3,2.5,1.5,1,1,1,1.5,2.5,1,1,0.5,1.5,1,1.5,1
"FANCD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1.5,1,1,2,3,2,2.5,1,1,1,1,3.5,2,1.5,1,2.5,1,2,1
"FANCE",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1.5,2.5,2.5,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"FANCF",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,1,1,1.5,1,2,3,2.5,1.5,1.5,2,1,2,4.5,2,2,1,1.5,1,1.5,1
"FANCG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"FANCI",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,2,1.5,1,1,1,1,1,5.5,3.5,2,3,1,2,1,1,2,1.5,2,1,1.5,1.5,0.5,1
"FANCL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1.5,2,2,1,1.5,2.5,2,2,0.5,2,1,1.5,1
"FANCM",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3,2.5,1,1,1,1,1.5,2,1.5,2,1,1.5,1,2,1
"FANK1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"FAP",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,1.5,2.5,1,2,0.5,2,1,1.5,1
"FAR1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,2.5,1,1.5,1,1,1.5,2.5,1.5,1.5,2,1,2,1.5,2,3,1,1.5,1,1.5,1
"FAR2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,2,1.5,1,2.5,1,2,1
"FAR2P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"FAR2P2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,1.5,2.5,1,2,0.5,2,1,1.5,1
"FARP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2.5,3,1.5,1,2,1,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"FARP2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,2.5,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"FARS2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,1,2.5,2,1.5,2,1,2,1.5,1.5,2.5,1,1.5,1,1.5,1
"FARSA",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1.5,1.5,1,2,1,1,1
"FARSB",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,2.5,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"FAS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1.5,2,1,1.5,1,2,1,1.5,1
"FASLG",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,3.5,1,1.5,3,1,3,4,3,2,3.5,5,1,1,2.5,3.5,3,3,1,3.5,2,3.5,1.5
"FASN",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,0.5,4,3,3,1,2,2,1.5,2,2.5,4,1,1.5,1.5,1.5,1
"FASTK",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2,2,2,1,1.5,2,2,2.5,1,2,0.5,1,1
"FASTKD1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,1.5,2.5,1,2,0.5,2,1,1,1
"FASTKD2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,2.5,2.5,1,2,0.5,2,1,1.5,1
"FASTKD3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1.5,1,1.5,4.5,2.5,2.5,1,2,1,2,2.5,2,2.5,1,2.5,1,2,1
"FASTKD5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,3,3,2.5,1.5,2,3,1,3,4.5,1,1,1,2,1,2.5,1
"FAT1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.5,1,1,1,1,1,1.5,1.5,1,1,1,1.5,2.5,2,1,1,1.5,1,2,1
"FAT2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,2.5,1
"FAT3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,6.5,2,1.5,1,0.5,1,1.5,1,1,3,1,1.5,4.5,1,1,1,4,2,0.5,1,1.5,0.5,1.5,1
"FAT4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.5,1,1,1,1.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"FAU",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1.5,1,1.5,3,2.5,1.5,1.5,1,1,1.5,3.5,2,2,1,1.5,1,1.5,1
"FAUP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1,1,1,1,1,1,1,5,1,1.5,2,1,1,1,1,1,1,0.5,2,0.5,1.5,1
"FAXC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,1,1,0.5,1,5,1,1,1.5,2,0.5,1,1.5,1.5,1,0.5,1,1,1.5,1
"FAXDC2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,1.5,1
"FBF1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,2.5,4,3,3,1,2,2,2,2.5,2.5,4,1,1.5,1.5,1.5,1
"FBH1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1.5,3,2.5,1.5,2,2,1,2,2.5,1.5,1.5,1,2,1,1.5,1
"FBL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2.5,2.5,1.5,2,2,2,1.5,2,3,1.5,1.5,1,2,1,1.5,1
"FBLIM1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1,1,1,1,2.5,0.5,1,1.5,1,1,1.5,2,1,1.5,1,1.5,1,1,1
"FBLL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,2.5,2.5,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,3,1
"FBLN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,0.5,1,1,2.5,1.5,2,1,1,0.5,1,3.5,1,1,1,1,1.5,1,1
"FBLN2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,3.5,1,1,1.5,1,1,2,3,2,2.5,1,1,1,1,4,2,1.5,1,2.5,1,2,1
"FBLN5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3.5,1.5,1,1,1,1,1.5,2,1,1,1,1.5,0.5,2,1
"FBLN7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,3,2,1.5,1,2,1,2.5,2.5,1.5,2,0.5,2,1,1.5,1
"FBN1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,2.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,2.5,1,1,1.5,1,2,1
"FBN2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,4,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,2.5,1
"FBN3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1.5,2,1.5,1.5,1,2,1,1,1
"FBP1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,1,2,1,1,2,3,2.5,1.5,1,1,1,1.5,2.5,1,1,0.5,1.5,1,1.5,1
"FBRS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,2,3,2,2,1,2.5,1,4,1
"FBRSL1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"FBXL12",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1.5,2,1.5,1.5,1,2,1,1,1
"FBXL13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"FBXL14",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,1.5,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"FBXL15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"FBXL16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"FBXL17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,1.5,1,1,2,1.5,1,1.5,4,1,2.5,1,2,1,2,3,1.5,1.5,1,2.5,1.5,3,1
"FBXL18",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2,2,2,2.5,1,2,1.5,2,1
"FBXL19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,2,3,2,2,1,2.5,1,4,1
"FBXL19-AS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,2,3,2,2,1,2.5,1,4,1
"FBXL2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1.5,1,1,1.5,1,1,2,3,2,2.5,1,1,1,1,4,2,1.5,1,2,1,2,1
"FBXL20",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7.5,1,0.5,1,1,1,2,1.5,7.5,3,1,2,2,2,7.5,1,2,1,1.5,1.5,1.5,1
"FBXL22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1.5,2,1.5,1,1,1,1,1,1,1.5,1,3,1,2,1,1,2,1.5,1.5,1,1.5,1.5,2,1
"FBXL3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2.5,3,1.5,1,1,2.5,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"FBXL4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,1,0.5,4,5,1,1,1.5,2,0.5,1,1.5,1.5,1,0.5,1,1,1.5,1
"FBXL5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,3,2,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,1,1,1
"FBXL6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,7.5,2,2.5,1,1,2,2,1,1,6,4.5,3,2,2,1,6,4.5,2.5,3.5,1,2,1,3,1
"FBXL7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1.5,1,1.5,3,2.5,2.5,1,2,1,2,3.5,2,2.5,1,2.5,1,2,1
"FBXL8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1.5,1,1,1.5,1,1,0.5,2,2,1.5,1,0.5,1,1,1.5,1
"FBXO10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1,3,1.5,1.5,1.5,1,1,1,2,1,2.5,1,1.5,1,1.5,1
"FBXO11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,2,1.5,2,2,1,2,2.5,2,2,0.5,2,1,1.5,1
"FBXO15",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1,1,1,1,1,1,1,5,1,1.5,2,1,1,1,1,1,1,0.5,2,0.5,1.5,1
"FBXO16",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,1,1,0.5,3,1.5,1,1,1.5,2,1.5,2,1,2,0.5,3,1
"FBXO17",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,7.5,2.5,1.5,2,2,2,1.5,2,2.5,1.5,1.5,1,2,1,1.5,1
"FBXO2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2.5,0.5,1,1.5,1,1,1.5,2,1,1.5,1,1.5,1,1,1
"FBXO21",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3,1.5,2,1,2,1,3,2.5,2.5,2,1,2.5,1,2,1
"FBXO22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,3.5,2,3,1,2,1,1,2,1.5,1.5,1,1.5,1.5,1,1
"FBXO24",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"FBXO25",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,0.5,1.5,0.5,2.5,1.5,1,1,0,1.5,1.5,3,1,2,1,3,1
"FBXO27",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,7.5,2.5,1.5,2,2,2,1.5,2,2.5,1.5,1.5,1,2,1,1.5,1
"FBXO28",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3.5,3.5,1,1.5,3,2,3,3.5,3,3,3.5,1.5,2,1,2.5,4,3,2.5,1,3.5,1.5,3.5,1.5
"FBXO3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,1.5,2,1.5,1,1,1,1.5,1,2,3,2.5,1.5,1.5,2,1,2,2.5,2,2,1,1.5,1,1.5,1
"FBXO30",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1,1,1,1,1,1,1,3,1,1,1.5,2,0.5,1,2,1.5,1,0.5,1,1,1.5,1
"FBXO30-DT",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1,1,1,1,1,1,1,3,1,1,1.5,2,0.5,1,2,1.5,1,0.5,1,1,1.5,1
"FBXO31",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1.5,1,1,1.5,1,1,0.5,2,1.5,1.5,1,0.5,1,0.5,1.5,1
"FBXO32",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,7.5,2,2.5,1,1,2,2,1,1.5,7,4.5,3,2,2,1,6.5,4.5,2.5,4,1,2,1,3,1
"FBXO33",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3,2.5,1,1,1,1,1.5,2,1.5,2,1,1.5,1,2,1
"FBXO34",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,3,2.5,1,1,1,1,1.5,1.5,5,1,0.5,1.5,1,2,1
"FBXO36",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1.5,2.5,2,1.5,1,2,1,1,2.5,1,2,0.5,2,1,1.5,1
"FBXO38",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3.5,1.5,1.5,1,2.5,1.5,3,1
"FBXO39",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,1,1.5,1.5,2.5,1,1,0.5,1.5,1
"FBXO4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,3,2,2,1,1,2,1.5,1,1.5,3,2.5,2.5,1,2,1,1.5,3.5,2,1.5,1,2.5,1,2,1
"FBXO40",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,1.5,1,1,6,2.5,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"FBXO41",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,1.5,1.5,2,2,1,2,2.5,2,1.5,0.5,2,1,1.5,1
"FBXO42",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2.5,0.5,1,1.5,1,1,1.5,2,1,1.5,1,1.5,1,1,1
"FBXO43",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,2,2.5,1,1,2,1,1,2,5,4.5,3,2,2,1,7.5,7,3,4,1,2,1,3,1
"FBXO44",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2.5,0.5,1,1.5,1,1,1.5,2,1,1.5,1,1.5,1,1,1
"FBXO45",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1.5,1.5,1,1,1.5,3,2,2.5,1.5,2,1,4,3.5,2,1.5,1,2,1,2,1
"FBXO46",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1.5,1,3,1.5,1.5,1,2,1,1.5,1
"FBXO48",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,3,1.5,1.5,2,2,1,1,2.5,2,1.5,0.5,2,1,1.5,1
"FBXO5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,3,1,1,1,1,1,1,3,1,1,1.5,2,0.5,1,2,1.5,1.5,0.5,1,1,1.5,1
"FBXO6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1,1,1,1,2.5,0.5,1,1.5,1,1,1.5,2,1,1.5,1,1.5,1,1,1
"FBXO7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,2,3,1.5,2,1,1,0.5,2,3,1,1,1,1,1,1,1
"FBXO8",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,2,0.5,1,1.5,1,2,1
"FBXO9",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,2,1,1,2,3,2.5,2.5,1.5,2,1,2,1.5,1.5,2,1,1.5,1,1.5,1
"FBXW10",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,2,1.5,1,1,1,1,1,1.5,1
"FBXW11",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,2.5,2.5,2.5,2.5,1,2,1,2,3,1.5,2.5,1,2.5,1.5,3,1
"FBXW11P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,2.5,1,1,1.5,1,1,1.5,3,2,2,1.5,2,1,2.5,2,1.5,2,1,2,1,1.5,1
"FBXW2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,3.5,2.5,1.5,1,1,1,1.5,3.5,1,2,1,1.5,1,1.5,1
"FBXW4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"FBXW4P1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1,3,1,1,1,1,1,1,1
"FBXW5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3.5,5.5,2.5,1,1.5,1,1.5,1
