,truth_class,DE_naive,DE_aware,predicted_class,sample_size,cn_signal,replicate
HORMAD2-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MFSD9,NEUTRAL,True,True,DIG,60,strong,2
MYADM,DSG,True,False,DSG,60,strong,2
RNU6-762P,NEUTRAL,False,False,NEUTRAL,60,strong,2
ADAMTS5,DIG,True,True,DIG,60,strong,2
RBBP5,DCG,False,True,DCG,60,strong,2
SLAMF8,DCG,False,True,DCG,60,strong,2
COPS7A,DSG,True,False,DSG,60,strong,2
TRAM1L1,NEUTRAL,False,False,NEUTRAL,60,strong,2
WNT2,DIG,True,True,DIG,60,strong,2
PLEKHG5,NEUTRAL,True,True,DIG,60,strong,2
ZNF621,NEUTRAL,False,False,NEUTRAL,60,strong,2
ASPSCR1,DCG,False,True,DCG,60,strong,2
DDX10,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNX1,NEUTRAL,False,False,NEUTRAL,60,strong,2
KATNB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
POLR3D,NEUTRAL,False,False,NEUTRAL,60,strong,2
TAFA2,DIG,True,True,DIG,60,strong,2
ME1,DIG,True,True,DIG,60,strong,2
CLINT1,DIG,True,False,DSG,60,strong,2
PLGLA,NEUTRAL,False,False,NEUTRAL,60,strong,2
CLUAP1,DCG,True,True,DIG,60,strong,2
RPSAP29,DIG,True,True,DIG,60,strong,2
ZNF840P,DCG,False,True,DCG,60,strong,2
SPCS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZW10,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01857,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPRR2D,DCG,False,True,DCG,60,strong,2
TNFAIP6,NEUTRAL,False,False,NEUTRAL,60,strong,2
GMPR2,DIG,True,True,DIG,60,strong,2
LYSMD1,DCG,False,True,DCG,60,strong,2
ST6GAL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ITGA1,DIG,True,True,DIG,60,strong,2
MIR675,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02640,DIG,True,True,DIG,60,strong,2
GAPDHP22,DIG,True,True,DIG,60,strong,2
RPL23P5,NEUTRAL,False,False,NEUTRAL,60,strong,2
USP47,NEUTRAL,False,False,NEUTRAL,60,strong,2
EIF3J-DT,NEUTRAL,False,False,NEUTRAL,60,strong,2
SEPTIN7P7,NEUTRAL,False,False,NEUTRAL,60,strong,2
LCTL,NEUTRAL,False,False,NEUTRAL,60,strong,2
TIAL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF641,DIG,False,False,NEUTRAL,60,strong,2
CDRT15P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
HAMP,DSG,True,False,DSG,60,strong,2
PHF24,DIG,True,True,DIG,60,strong,2
RGS16,DCG,False,True,DCG,60,strong,2
CYP11A1,NEUTRAL,False,False,NEUTRAL,60,strong,2
HDAC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRAPPC2B,DSG,True,False,DSG,60,strong,2
LINC02765,DCG,False,True,DCG,60,strong,2
TRIM60P18,DSG,True,False,DSG,60,strong,2
FBXO8,NEUTRAL,False,False,NEUTRAL,60,strong,2
ASCC3,DIG,True,True,DIG,60,strong,2
CLDN4,DSG,True,False,DSG,60,strong,2
WDR17,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS17P1,DSG,True,False,DSG,60,strong,2
LINC00525,DSG,True,False,DSG,60,strong,2
PROB1,DIG,True,True,DIG,60,strong,2
TRMU,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRAPPC9,DCG,False,True,DCG,60,strong,2
HSP90B3P,NEUTRAL,False,False,NEUTRAL,60,strong,2
CYP4V2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ART3,DIG,True,True,DIG,60,strong,2
WWC1,DIG,True,True,DIG,60,strong,2
DNM3-IT1,DCG,False,True,DCG,60,strong,2
HMCN2,NEUTRAL,False,False,NEUTRAL,60,strong,2
NISCH,NEUTRAL,False,False,NEUTRAL,60,strong,2
LYRM1,DCG,True,True,DIG,60,strong,2
QDPR,NEUTRAL,False,False,NEUTRAL,60,strong,2
LBR,DCG,False,True,DCG,60,strong,2
CHRNA2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SMCO2,DSG,False,False,NEUTRAL,60,strong,2
RPL27P6,DIG,True,True,DIG,60,strong,2
DRAP1,DIG,True,True,DIG,60,strong,2
FCMR,DCG,False,True,DCG,60,strong,2
C4BPA,DCG,False,True,DCG,60,strong,2
ARHGAP5,DIG,True,True,DIG,60,strong,2
CCND3,DSG,True,False,DSG,60,strong,2
SS18L1,DCG,False,True,DCG,60,strong,2
ADAM20P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TCHP,DIG,True,True,DIG,60,strong,2
PSMA1,DIG,False,False,NEUTRAL,60,strong,2
LINC02878,DCG,False,True,DCG,60,strong,2
PSMD7P1,DCG,False,False,NEUTRAL,60,strong,2
PRMT1P1,DIG,True,True,DIG,60,strong,2
NPPB,NEUTRAL,False,True,DCG,60,strong,2
ARL11,NEUTRAL,False,False,NEUTRAL,60,strong,2
UROC1,DIG,True,True,DIG,60,strong,2
LMF1-AS1,DCG,False,True,DCG,60,strong,2
NGB,NEUTRAL,False,False,NEUTRAL,60,strong,2
SYS1,DCG,False,True,DCG,60,strong,2
TIGAR,DSG,True,False,DSG,60,strong,2
PDE4C,DIG,True,True,DIG,60,strong,2
IL17RE,DIG,True,True,DIG,60,strong,2
PMAIP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PSMG2,DIG,True,True,DIG,60,strong,2
RIMS4,DCG,False,True,DCG,60,strong,2
PDE2A,DSG,True,False,DSG,60,strong,2
ZNF300P1,DIG,True,True,DIG,60,strong,2
PRKAB1,DIG,True,True,DIG,60,strong,2
VSIG10,DIG,True,True,DIG,60,strong,2
IFNE,DIG,True,True,DIG,60,strong,2
TBX4,DCG,False,True,DCG,60,strong,2
SELENON,NEUTRAL,False,False,NEUTRAL,60,strong,2
M1AP,DIG,True,True,DIG,60,strong,2
SHLD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZCWPW2,NEUTRAL,False,False,NEUTRAL,60,strong,2
PHAX,DIG,True,True,DIG,60,strong,2
CCL15-CCL14,DIG,True,True,DIG,60,strong,2
CTBP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GALNT13,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC00311,NEUTRAL,False,False,NEUTRAL,60,strong,2
FLG,DCG,False,True,DCG,60,strong,2
DYNLL1,DIG,True,True,DIG,60,strong,2
FHAD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTND4P12,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02226,DCG,False,False,NEUTRAL,60,strong,2
SDHCP3,DIG,True,False,DSG,60,strong,2
IGFLR1,DSG,True,False,DSG,60,strong,2
GRID1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNH1-IT1,DCG,False,True,DCG,60,strong,2
RBFOX1,DCG,False,True,DCG,60,strong,2
MYCBP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLFN12L,DIG,False,False,NEUTRAL,60,strong,2
SLC31A1P1,DCG,False,True,DCG,60,strong,2
IL1RL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
PHF20L1,DCG,False,True,DCG,60,strong,2
RBM46,NEUTRAL,False,False,NEUTRAL,60,strong,2
MSANTD3-TMEFF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC34,DIG,True,True,DIG,60,strong,2
CA3,DCG,False,True,DCG,60,strong,2
SEMA7A,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM184C,NEUTRAL,False,False,NEUTRAL,60,strong,2
FAM201A,DIG,True,True,DIG,60,strong,2
ZC3H12C,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACOT12,NEUTRAL,False,False,NEUTRAL,60,strong,2
NLRP3,DCG,False,True,DCG,60,strong,2
MACORIS,DSG,True,False,DSG,60,strong,2
RNU6-322P,DIG,True,True,DIG,60,strong,2
TMOD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
P3H4,DIG,True,True,DIG,60,strong,2
FOXN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPRY4,DIG,True,True,DIG,60,strong,2
ETS1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PHYHIP,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTRR,DCG,False,True,DCG,60,strong,2
PWP2,DSG,True,False,DSG,60,strong,2
LRRC17,DSG,False,False,NEUTRAL,60,strong,2
NMRAL1,DCG,False,True,DCG,60,strong,2
RALGDS,NEUTRAL,False,False,NEUTRAL,60,strong,2
PEX6,DSG,True,False,DSG,60,strong,2
RPS16P5,DSG,True,False,DSG,60,strong,2
CENPK,NEUTRAL,False,False,NEUTRAL,60,strong,2
MRPS31P4,NEUTRAL,False,False,NEUTRAL,60,strong,2
MSR1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RSL24D1P2,DIG,False,True,DCG,60,strong,2
SNORA23,NEUTRAL,False,False,NEUTRAL,60,strong,2
UBE2Q2,NEUTRAL,False,False,NEUTRAL,60,strong,2
TCTA,NEUTRAL,False,False,NEUTRAL,60,strong,2
ADAMTSL5,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRRN2,DCG,False,True,DCG,60,strong,2
IFI35,NEUTRAL,False,False,NEUTRAL,60,strong,2
BLVRA,DSG,True,False,DSG,60,strong,2
HNRNPA1P30,NEUTRAL,False,False,NEUTRAL,60,strong,2
NCOA2,DCG,True,True,DIG,60,strong,2
ZNF433-AS1,DIG,True,True,DIG,60,strong,2
AKR1C3,DCG,False,True,DCG,60,strong,2
C1QTNF9,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCNY,DSG,True,False,DSG,60,strong,2
PPP1R15B,DCG,False,True,DCG,60,strong,2
VAC14-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ATP5F1AP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CKS1BP7,DCG,False,True,DCG,60,strong,2
ADCY10,DCG,True,True,DIG,60,strong,2
TNFSF14,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL7AP14,DCG,False,False,NEUTRAL,60,strong,2
SNORA31,NEUTRAL,False,False,NEUTRAL,60,strong,2
EBLN3P,DIG,True,True,DIG,60,strong,2
TAS2R15P,DSG,True,False,DSG,60,strong,2
MIR4297,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZC3HAV1,DSG,True,False,DSG,60,strong,2
CBR1,DIG,True,True,DIG,60,strong,2
PCDHGC3,DIG,True,True,DIG,60,strong,2
FAM229A,NEUTRAL,False,False,NEUTRAL,60,strong,2
SOCS6,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF714,DIG,True,True,DIG,60,strong,2
SULT1C2,DIG,False,True,DCG,60,strong,2
RPL4P6,NEUTRAL,False,True,DCG,60,strong,2
MAPK8IP3,DCG,False,True,DCG,60,strong,2
C17orf100,NEUTRAL,False,False,NEUTRAL,60,strong,2
EDARADD,DCG,False,True,DCG,60,strong,2
RTKN2,DIG,False,True,DCG,60,strong,2
CCDC80,DSG,True,False,DSG,60,strong,2
SEMA4G,NEUTRAL,False,False,NEUTRAL,60,strong,2
TPRG1-AS2,DCG,False,True,DCG,60,strong,2
TNS2,DIG,True,True,DIG,60,strong,2
FGGY,DIG,True,True,DIG,60,strong,2
PLXNA4,DSG,True,False,DSG,60,strong,2
FLVCR1,DCG,False,True,DCG,60,strong,2
SOHLH2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CADPS,NEUTRAL,False,False,NEUTRAL,60,strong,2
LIN54,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACE,DCG,False,False,NEUTRAL,60,strong,2
UBE2D3P2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPRR1B,DCG,False,True,DCG,60,strong,2
MESTIT1,DSG,True,False,DSG,60,strong,2
XKR5,NEUTRAL,False,False,NEUTRAL,60,strong,2
PEPD,DSG,True,False,DSG,60,strong,2
LINC01934,NEUTRAL,False,False,NEUTRAL,60,strong,2
FDCSP,DIG,True,True,DIG,60,strong,2
IGBP1P4,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNX30,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNPH,DSG,True,False,DSG,60,strong,2
LPAL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTRF1L,DIG,True,True,DIG,60,strong,2
CCAR2,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC00940,DSG,True,False,DSG,60,strong,2
LINC01619,DIG,True,True,DIG,60,strong,2
SLC39A9,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNORA29,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL19P5,NEUTRAL,False,False,NEUTRAL,60,strong,2
CHCHD3,DSG,True,False,DSG,60,strong,2
PABPC4-AS1,DIG,False,True,DCG,60,strong,2
SMIM30,DIG,False,False,NEUTRAL,60,strong,2
SYNE4,DSG,True,False,DSG,60,strong,2
CASP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
DYNC2LI1,DIG,True,True,DIG,60,strong,2
RN7SKP176,NEUTRAL,False,True,DCG,60,strong,2
LINC01993,DCG,False,True,DCG,60,strong,2
PTPRVP,DCG,False,True,DCG,60,strong,2
PIAS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GOLGA2P11,NEUTRAL,False,False,NEUTRAL,60,strong,2
TREML4,DSG,True,False,DSG,60,strong,2
CDIN1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CROCC2,NEUTRAL,False,False,NEUTRAL,60,strong,2
GPR55,NEUTRAL,False,False,NEUTRAL,60,strong,2
ADAMTS7P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRPV5,DSG,True,False,DSG,60,strong,2
RPS26P47,DIG,True,True,DIG,60,strong,2
PRICKLE2-AS3,NEUTRAL,False,False,NEUTRAL,60,strong,2
USP34,DIG,True,True,DIG,60,strong,2
RAPH1,NEUTRAL,False,False,NEUTRAL,60,strong,2
FZD4-DT,DIG,True,True,DIG,60,strong,2
VWF,DSG,True,False,DSG,60,strong,2
PPP1R37,DIG,True,True,DIG,60,strong,2
BNIP3,NEUTRAL,False,False,NEUTRAL,60,strong,2
TSPAN12,DIG,True,True,DIG,60,strong,2
CRYBB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CAMSAP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
USP30-AS1,DIG,True,True,DIG,60,strong,2
ZBP1,DCG,False,True,DCG,60,strong,2
HECTD4,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZFAND1,DCG,True,True,DIG,60,strong,2
SPECC1L,NEUTRAL,False,False,NEUTRAL,60,strong,2
CRTC3,DIG,True,True,DIG,60,strong,2
UBE2D1,DIG,True,True,DIG,60,strong,2
PHETA2,NEUTRAL,False,False,NEUTRAL,60,strong,2
GIHCG,DIG,True,True,DIG,60,strong,2
MKRN9P,DIG,False,False,NEUTRAL,60,strong,2
NAMPT,DSG,False,False,NEUTRAL,60,strong,2
NQO1,NEUTRAL,False,False,NEUTRAL,60,strong,2
A3GALT2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RRP8,NEUTRAL,False,False,NEUTRAL,60,strong,2
INHBA-AS1,DSG,True,False,DSG,60,strong,2
PRSS57,NEUTRAL,False,False,NEUTRAL,60,strong,2
NOP53,DIG,True,True,DIG,60,strong,2
TIMM17BP1,DSG,True,False,DSG,60,strong,2
BANF1P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIIP,NEUTRAL,False,False,NEUTRAL,60,strong,2
USF2,DSG,True,False,DSG,60,strong,2
TDRD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
BABAM1,DIG,True,True,DIG,60,strong,2
CXCL10,DIG,False,True,DCG,60,strong,2
SLC27A6,DIG,True,True,DIG,60,strong,2
EIF4B,DIG,True,True,DIG,60,strong,2
RPS24,DIG,True,True,DIG,60,strong,2
KCNN2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MCOLN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZDHHC7,NEUTRAL,False,False,NEUTRAL,60,strong,2
RUSC2,DIG,False,True,DCG,60,strong,2
ZNF492,DIG,True,True,DIG,60,strong,2
PLXND1,DSG,True,False,DSG,60,strong,2
NEK3,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC44A3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTDH,DCG,False,True,DCG,60,strong,2
RAB27B,NEUTRAL,False,False,NEUTRAL,60,strong,2
CPSF1P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
APOC4,DIG,True,True,DIG,60,strong,2
CNOT6L,DIG,True,True,DIG,60,strong,2
SERPINC1,DCG,False,True,DCG,60,strong,2
ATP13A1,DIG,False,False,NEUTRAL,60,strong,2
TNFAIP1,DSG,True,False,DSG,60,strong,2
FLACC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR6756,NEUTRAL,False,False,NEUTRAL,60,strong,2
MYZAP,NEUTRAL,False,False,NEUTRAL,60,strong,2
LRRC3B,NEUTRAL,False,False,NEUTRAL,60,strong,2
NPTXR,NEUTRAL,False,False,NEUTRAL,60,strong,2
AFG3L2,DIG,True,True,DIG,60,strong,2
TLL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
DNAJC14,DIG,True,True,DIG,60,strong,2
QSER1,DIG,True,True,DIG,60,strong,2
FRS2,DSG,True,False,DSG,60,strong,2
ARID3BP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LANCL1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MAP4K5,DIG,True,True,DIG,60,strong,2
FARS2,DIG,True,True,DIG,60,strong,2
LMNB1,DIG,True,True,DIG,60,strong,2
CAPNS1,DSG,False,False,NEUTRAL,60,strong,2
PCDHGA9,DIG,True,True,DIG,60,strong,2
SSNA1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CDKN2AIP,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRORP,DIG,True,True,DIG,60,strong,2
NDST3,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS27P25,DIG,True,True,DIG,60,strong,2
MIR3120,DCG,False,False,NEUTRAL,60,strong,2
ZFP2,DIG,True,True,DIG,60,strong,2
KRT79,DIG,True,True,DIG,60,strong,2
CSN1S1,DIG,True,True,DIG,60,strong,2
TMEM91,DIG,True,True,DIG,60,strong,2
LRFN2,DSG,True,False,DSG,60,strong,2
NPDC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
C4orf46,NEUTRAL,False,False,NEUTRAL,60,strong,2
GNLY,DIG,True,True,DIG,60,strong,2
TMEM192,NEUTRAL,False,False,NEUTRAL,60,strong,2
PROZ,DIG,True,False,DSG,60,strong,2
KIAA1671,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC93,NEUTRAL,False,False,NEUTRAL,60,strong,2
COG4,NEUTRAL,False,False,NEUTRAL,60,strong,2
OXER1,DIG,True,True,DIG,60,strong,2
LINC02554,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNORA64,DCG,False,True,DCG,60,strong,2
ZNF37BP,DIG,False,False,NEUTRAL,60,strong,2
PGM2L1,DSG,True,False,DSG,60,strong,2
CEP120,NEUTRAL,True,True,DIG,60,strong,2
ASB16-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TREML3P,DSG,True,False,DSG,60,strong,2
LINC02388,DIG,True,True,DIG,60,strong,2
DGKH,NEUTRAL,False,True,DCG,60,strong,2
RP1,DCG,False,True,DCG,60,strong,2
PODNL1,DIG,False,False,NEUTRAL,60,strong,2
BTF3P2,DIG,True,True,DIG,60,strong,2
RELL2,DIG,True,True,DIG,60,strong,2
C22orf31,NEUTRAL,False,False,NEUTRAL,60,strong,2
GOLT1B,DSG,True,False,DSG,60,strong,2
LINC00939,DIG,True,True,DIG,60,strong,2
EIF4HP1,DSG,True,False,DSG,60,strong,2
LINC01572,NEUTRAL,False,False,NEUTRAL,60,strong,2
SH2D3A,DIG,True,True,DIG,60,strong,2
M6PR,DSG,True,False,DSG,60,strong,2
CISD2,NEUTRAL,False,False,NEUTRAL,60,strong,2
VN2R19P,DSG,True,False,DSG,60,strong,2
TANGO6,NEUTRAL,False,False,NEUTRAL,60,strong,2
ANKHD1,DIG,True,True,DIG,60,strong,2
UTS2B,DCG,False,True,DCG,60,strong,2
CAMKV,NEUTRAL,False,False,NEUTRAL,60,strong,2
NINL,DCG,False,True,DCG,60,strong,2
RNF10,DIG,True,True,DIG,60,strong,2
SLC22A15,DIG,True,True,DIG,60,strong,2
RNA5SP155,NEUTRAL,False,False,NEUTRAL,60,strong,2
FAM89A,DCG,False,True,DCG,60,strong,2
TEX30,DIG,True,True,DIG,60,strong,2
NIPAL4,DIG,True,True,DIG,60,strong,2
PTCH2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ANTXR2,NEUTRAL,False,False,NEUTRAL,60,strong,2
GLMP,DCG,False,True,DCG,60,strong,2
ADGRG5,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPSB3,DCG,False,True,DCG,60,strong,2
MIR6720,DIG,True,True,DIG,60,strong,2
ARRDC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SH3TC2-DT,DIG,True,True,DIG,60,strong,2
LCE2B,DCG,False,True,DCG,60,strong,2
JDP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
NPTX2,DSG,True,False,DSG,60,strong,2
PRSS23,DIG,True,False,DSG,60,strong,2
RUFY1,DIG,True,True,DIG,60,strong,2
SUGCT-AS1,DSG,True,False,DSG,60,strong,2
COL11A2,DSG,False,False,NEUTRAL,60,strong,2
ELF2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CPEB2-DT,NEUTRAL,False,False,NEUTRAL,60,strong,2
CNOT6,DIG,True,True,DIG,60,strong,2
EIF3KP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ROBO4,NEUTRAL,False,False,NEUTRAL,60,strong,2
SCOC,NEUTRAL,True,True,DIG,60,strong,2
GOLM2,NEUTRAL,False,False,NEUTRAL,60,strong,2
BTD,DIG,True,True,DIG,60,strong,2
SYNDIG1,DCG,True,True,DIG,60,strong,2
APOA1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CAPNS2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CPB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS21P1,DCG,True,True,DIG,60,strong,2
PRR12,DSG,True,False,DSG,60,strong,2
ZNF578,DSG,False,False,NEUTRAL,60,strong,2
ORC5,DSG,False,False,NEUTRAL,60,strong,2
DEGS1,DCG,False,True,DCG,60,strong,2
KCNH8,DIG,True,True,DIG,60,strong,2
S100A8,DCG,False,True,DCG,60,strong,2
NRIR,DIG,True,True,DIG,60,strong,2
LINC02542,DIG,True,True,DIG,60,strong,2
ADGRF3,DIG,True,True,DIG,60,strong,2
CCNJL,DIG,True,True,DIG,60,strong,2
TLX1,NEUTRAL,False,False,NEUTRAL,60,strong,2
IQCE,DSG,True,False,DSG,60,strong,2
KHK,DIG,True,True,DIG,60,strong,2
PCBP1-AS1,DIG,True,True,DIG,60,strong,2
CEBPG,DSG,True,False,DSG,60,strong,2
CD46P1,DCG,False,True,DCG,60,strong,2
CREBRF,DIG,True,True,DIG,60,strong,2
SIX2,DIG,True,True,DIG,60,strong,2
SMC3,NEUTRAL,False,False,NEUTRAL,60,strong,2
ANAPC13,DSG,False,False,NEUTRAL,60,strong,2
PIDD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TUBA5P,DCG,False,True,DCG,60,strong,2
HMGN2,NEUTRAL,False,False,NEUTRAL,60,strong,2
WDR54,DIG,True,True,DIG,60,strong,2
LINC02253,DIG,True,True,DIG,60,strong,2
LINC02422,DSG,False,False,NEUTRAL,60,strong,2
TEAD4,DSG,True,False,DSG,60,strong,2
TANK,NEUTRAL,False,False,NEUTRAL,60,strong,2
CERT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
HNRNPUL1,DIG,False,False,NEUTRAL,60,strong,2
KRT8P33,NEUTRAL,True,True,DIG,60,strong,2
CARMN,DIG,False,True,DCG,60,strong,2
SP140L,NEUTRAL,False,False,NEUTRAL,60,strong,2
EXOC3L2,DIG,True,True,DIG,60,strong,2
KCNK3,DIG,True,True,DIG,60,strong,2
SERPINA3,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02847,DCG,False,False,NEUTRAL,60,strong,2
ATF6,DCG,False,True,DCG,60,strong,2
DCAF6,DCG,False,True,DCG,60,strong,2
LRAT,NEUTRAL,False,False,NEUTRAL,60,strong,2
PICART1,DSG,True,False,DSG,60,strong,2
ZNF648,DCG,False,False,NEUTRAL,60,strong,2
MAN2A1-DT,NEUTRAL,False,False,NEUTRAL,60,strong,2
HHIP-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
C20orf202,DSG,True,False,DSG,60,strong,2
C16orf46,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPATA3,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC16A9,DIG,True,True,DIG,60,strong,2
TMEM168,DIG,False,True,DCG,60,strong,2
HMSD,NEUTRAL,False,False,NEUTRAL,60,strong,2
STAU1,DCG,False,True,DCG,60,strong,2
DDIT4,DIG,True,True,DIG,60,strong,2
WTIP,DSG,True,False,DSG,60,strong,2
GLIPR2,DIG,True,True,DIG,60,strong,2
CRISPLD1,DCG,False,True,DCG,60,strong,2
ZNF532,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS29P3,DCG,False,True,DCG,60,strong,2
LINC00667,NEUTRAL,False,True,DCG,60,strong,2
DCUN1D3,DCG,False,True,DCG,60,strong,2
UGT3A1,DCG,False,True,DCG,60,strong,2
PRDX6-AS1,DCG,False,True,DCG,60,strong,2
PTGIS,DCG,False,True,DCG,60,strong,2
LINC00272,DCG,False,True,DCG,60,strong,2
RRP12,NEUTRAL,False,False,NEUTRAL,60,strong,2
HAT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
FOXC2-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MGAM,DSG,True,True,DIG,60,strong,2
PGGT1B,NEUTRAL,False,False,NEUTRAL,60,strong,2
DCAF13,DCG,False,True,DCG,60,strong,2
CSMD2,NEUTRAL,False,False,NEUTRAL,60,strong,2
SH3TC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
USP4,NEUTRAL,False,False,NEUTRAL,60,strong,2
RGMB-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
AQP6,DIG,True,True,DIG,60,strong,2
EXOSC3P1,DIG,True,True,DIG,60,strong,2
SERINC4,NEUTRAL,False,False,NEUTRAL,60,strong,2
RHOF,DIG,True,True,DIG,60,strong,2
TP53TG1,DSG,True,False,DSG,60,strong,2
HBP1,DSG,True,False,DSG,60,strong,2
RTCA,NEUTRAL,False,False,NEUTRAL,60,strong,2
PNLIPRP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNK2,DCG,False,True,DCG,60,strong,2
NDUFA9,DSG,True,False,DSG,60,strong,2
ZNF396,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARHGAP45,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTHFD2,DIG,True,True,DIG,60,strong,2
CASC15,DSG,False,False,NEUTRAL,60,strong,2
KCNJ15,DIG,False,False,NEUTRAL,60,strong,2
FBXO5,DIG,True,True,DIG,60,strong,2
SDK2,DCG,False,False,NEUTRAL,60,strong,2
SLC25A1P1,DIG,False,True,DCG,60,strong,2
IHH,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZIC1,DSG,False,False,NEUTRAL,60,strong,2
