"","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90"
"CEP83",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,1,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,0.5,1.5,1,2,1.5,3,0.5,2,1.5,1.5,1.5,1,1,2,1.5,1,1,1
"CEP83-DT",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,1,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,0.5,1.5,1,2,1.5,3,0.5,2,1.5,1.5,1.5,1,1,2,1.5,1,1,1
"CEP85",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,1.5,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,1.5,1,1,1.5,1.5,1.5,0.5,1,2.5,2,1,1,1
"CEP85L",0.5,2,1,1,2,1,1,1.5,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1.5,1,1,1,1.5,1.5,2.5,1,1.5,0.5,2,1,1,1,1,1.5,1.5,1,1,1,1
"CEP89",1,2,2,2.5,2,1,3,3,1.5,1.5,2,1.5,2.5,1,1.5,1,1.5,1.5,1,1.5,1,0.5,1,1.5,5.5,2.5,1,0.5,2,2,5,1.5,1,1,1,1,3,2,0.5,2,2,2,1,0.5,1
"CEP95",1,2,1.5,1.5,2,1,2,1.5,1.5,1.5,1.5,1,1.5,1,2.5,1.5,2.5,1.5,1,1,1.5,1,1,1,2,2.5,2.5,1,2,3,2.5,2,2.5,1,1,2,2.5,2,1,2,2.5,1.5,1,1,1.5
"CEP97",0.5,1.5,1.5,1,4,1,0.5,1.5,1.5,1.5,2,0.5,1,1,1,1,1.5,1,1,1,1,1,1,1.5,2,2.5,1.5,1,1,2.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"CEPT1",0.5,2,1,1,2,1,1,1.5,1.5,2,1.5,1,1,1,1,1,1,2,0.5,1,1,0.5,1,2.5,2,2,1.5,1,1,2,3,1.5,1,1,1.5,1.5,2.5,1,0.5,1,2,1,1,1,1
"CERCAM",0.5,1.5,1.5,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,1.5,0.5,1,2,2,1,1,1
"CERK",0.5,2,0.5,1,3,1,1,1.5,1,1.5,1,1,0.5,0.5,2,1,1,1,0.5,1,1,0.5,1,1,1,1.5,1,0.5,1,3,1.5,1.5,1,1,1.5,1,1.5,1,0.5,2,2,1,1,1,1
"CERKL",1,2,1,1,1.5,1,1,2.5,1,1.5,1.5,1,1,1.5,2,1,1.5,2,1,1,1,1,1,2,1.5,2.5,1,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"CERNA1",1,2,0.5,0.5,2,1,0.5,1.5,1,1.5,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1.5,1,1.5,2,1,1,1,1
"CEROX1",1,1.5,2,1,2,1,1,1.5,1,1,2,1,1,1.5,2,1,1.5,1.5,1,1,1,1,1,1,2.5,2,1,1,2,2,3.5,2,1.5,1,1.5,1.5,1.5,1.5,0.5,1.5,3.5,1.5,1,1,1
"CERS2",1.5,3,2.5,1,3.5,1,3,4,2,2,2,1.5,1,1.5,2,1,3.5,4.5,1.5,1.5,1,1,1.5,2.5,2,2.5,3.5,1,4,2,4,2.5,7.5,1,2,2.5,3,7,1,2.5,5,3.5,1,2,1
"CERS4",0.5,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,1,2,1,0.5,1,1.5,1.5,2,1,1,2.5,1,1.5,1,0.5,1,2,1,1,0.5,1
"CERS5",1,2,1,0.5,2,1,1,1.5,1.5,2,2,1,1,1,1,1,1.5,2,1,1.5,1,1,1,1.5,1.5,2,1,0.5,1.5,1.5,2,1.5,3,1,1.5,1.5,1.5,1.5,1,3,2,1.5,1,1,1
"CERS6",1,2,1,1,1.5,1,1,2.5,1,1.5,1.5,1,1,1.5,2,1,1.5,2,1,1,1,1,1,2,1.5,2.5,1,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"CERT1",1,1.5,1,0.5,2,1,1,1.5,1,1.5,2,1,0.5,1,1,1,2,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,2,3,1,1,1,1
"CES1",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,0.5,2,2,1,1,0.5,3,1.5,1.5,1,1
"CES1P1",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,0.5,2,2,1,1,0.5,3,1.5,1.5,1,1
"CES2",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,0.5,3,1.5,1.5,1,1
"CES3",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,0.5,3,1.5,1.5,1,1
"CES4A",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,0.5,3,1.5,1.5,1,1
"CETN2",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,3,0.5,1,0.5,0.5,1,1,1,2.5,1,0.5,2.5,1.5,3,2,1,1,0.5,1,1.5,1.5,0.5,1,5,1,1,0.5,0.5
"CETN3",1,1.5,1,0.5,2,1,1,1.5,1,1,2,1,0.5,1,1,1,2,1,0.5,1,1,0.5,1,2.5,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,0.5,3,1,1,1,1
"CETN4P",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,2,1,1,2,2,1,1,1
"CETP",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,3,2,1,1,0.5,3,1.5,1.5,1,1
"CFAP100",0.5,1.5,1.5,1,4,1,1.5,1.5,2,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,2,1.5,1,1,2.5,3,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"CFAP126",1.5,3,2.5,1,3.5,1,3,3.5,2,2,2,1.5,1,1.5,2,1,3.5,3,1,1.5,1,1,1.5,2.5,2,2.5,3.5,1,4,2,4,2.5,7.5,1,3,2.5,3,1.5,1,2.5,2,3.5,1,2,1
"CFAP157",0.5,1.5,1.5,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,1.5,0.5,1,2,2,1,1,1
"CFAP161",1,2,0.5,1,2,1,0.5,1.5,1,2,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2,1,1,1,1,2.5,1,1,1,1,1,2,1.5,1,1,2,2,1,1,1
"CFAP20",1,1.5,2,0.5,2,1,0.5,1.5,1.5,2,2,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1,1.5,2.5,1,1,2,2,2,1,1.5,1,1,3,2,1,1,0.5,3,1.5,1.5,1,1
"CFAP20DC",0.5,1.5,1,1,1,1,0.5,1.5,1,1,1,0.5,1,0.5,1,1,1.5,1,0.5,0.5,1,1,1,1.5,1,1,1,0.5,1,1.5,2,1,1.5,1,1.5,1.5,2,2,0.5,1,2,2,1,1,1
"CFAP221",1,2,1,1,2,1,1,2.5,1,2,1.5,1,1,1,2,1,1.5,1,1,1,1,1,1,2,1.5,2,1,1,1.5,2,2,1,2,1,6,1,2,2,1,1.5,2,1.5,1,1,1
"CFAP251",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1,2,1.5,3,0.5,1.5,1.5,2.5,2,1,3,3,1.5,1,1,1
"CFAP298",0.5,2,2,1,2,1,1,1.5,1,1.5,2,1,0.5,1,1.5,1,1,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1,1.5,3,2,1.5,1,1.5,1,2,1,1,2,3,1,1,1,1
"CFAP298-TCP10L",0.5,2,2,1,2,1,1,1.5,1,1.5,2,1,0.5,1,1.5,1,1,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1,1.5,3,2,1.5,1,1.5,1,2,1,1,2,3,1,1,1,1
"CFAP299",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,2,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,1.5,1,1,1.5,2,1,1,1,2,2,1,1,1
"CFAP300",1,2,1.5,1,1.5,1,0.5,1.5,1.5,2,1.5,1,1,1,2,1.5,1,2,0.5,1,1,1,1.5,1.5,2,2,2,1,1.5,2.5,3,2,2.5,1,1,2,2,1,1,1.5,2.5,1.5,1,1,1
"CFAP36",1,2,1,1,2,1,1,2.5,2,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,2.5,2,1.5,1,1,1
"CFAP410",0.5,2,2,1,2,1,1,1.5,1,2,2,1,0.5,1,1.5,1,1,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1,3,3,2,1.5,1,1.5,1,2,1,1,2,3,1,1,1,1
"CFAP43",1,1.5,1,0.5,1.5,1,0.5,3,1.5,1.5,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,0.5,2,1,1,1.5,2,2.5,1,1,1
"CFAP44",0.5,1.5,1.5,1,4,1,1.5,1.5,1.5,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,2.5,1.5,1,1,2.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"CFAP45",1.5,3,2.5,1,3.5,1,3,4,2,2,2,1.5,1,1.5,2,1,3.5,3,1,1.5,1,1,1.5,2.5,2,2.5,3.5,1,4,2,4,2.5,7.5,1,3,2.5,3,1.5,1,2.5,5,3.5,1,2,1
"CFAP46",1,1.5,1,0.5,1.5,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,2.5,1,1,1,0.5,1,2.5,1,2,1,1,1.5,1,2,1.5,1,1,2,1.5,2.5,1,1,1.5,2,2.5,1,1,1
"CFAP47",0.5,1,1,1,2,1,0.5,1.5,1,1,1,1,0.5,1.5,1,1,0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,1,0.5,2.5,1.5,1.5,1.5,1,1,1,0.5,1.5,2,0.5,1,4.5,1,1,1,0.5
"CFAP52",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1.5,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1.5,1,1.5,0.5,1,1,1,1,1,1
"CFAP53",1,1.5,1,0.5,2,1,1,2,1.5,2,1,1,1,1,0.5,1.5,1,3,0.5,1,1,1,1,1.5,1,1.5,1.5,1,1.5,1.5,2,1,1,1,1.5,1,1,1,0.5,1,1,1.5,1,1,1
"CFAP54",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,1,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,0.5,1.5,1,2,1.5,3,0.5,1.5,1.5,1.5,2,1,1,3,1.5,1,1,1
"CFAP57",1,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2.5,1,1,2,1,1,1,0.5,1,2.5,1.5,2,1.5,1,1,2,2.5,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,1.5,2.5,2.5,1,1,1
"CFAP58",1,1.5,1,0.5,1.5,1,0.5,3,1.5,1.5,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,0.5,2,1,1,1.5,2,2.5,1,1,1
"CFAP58-DT",1,1.5,1,0.5,1.5,1,0.5,3,1.5,1.5,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,0.5,2,1,1,1.5,2,2.5,1,1,1
"CFAP61",1,2,2,1,2.5,1,0.5,2,2.5,2.5,1,1,0.5,1,1.5,1,1.5,2,0.5,1.5,1,0.5,1,3,1,2,1,0.5,2,2,3,1.5,2,1,1.5,0.5,2,1.5,0.5,1,0.5,2,1,1,0.5
"CFAP65",1,2,1,1,1.5,1,1,3,1,1.5,1.5,1,1,1,2,1,1.5,2,1,1,1,1,1,1.5,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"CFAP69",1,1.5,1.5,1,1.5,1,1.5,2,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"CFAP70",1,1.5,1,0.5,1,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,2.5,1.5,1,1,1.5,2,2.5,1,1,1
"CFAP73",0.5,2,1,0.5,2,1,1,1.5,1.5,2.5,2,0.5,1,0.5,1,1,1.5,2,1,1,1,1,0.5,1.5,1.5,2,1,1,1.5,1.5,2,1.5,3,0.5,1.5,1.5,1.5,2,1,1,3,1.5,1,1,1
"CFAP74",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2.5,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,2,1,0.5,1,2,1.5,0.5,2,3,2,1,1,1
"CFAP77",0.5,1.5,1.5,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,2,1,1.5,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1,2,1,1,1,1.5,2,0.5,1,2,2,1,1,1
"CFAP91",0.5,1.5,1.5,1,4,1,1.5,1.5,1.5,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,2.5,1.5,1,1,2.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"CFAP92",0.5,1.5,1.5,1,4,1,1.5,1.5,2,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,1,1.5,1,1,2.5,3,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"CFAP94",1,2,0.5,0.5,2,1,3.5,1.5,1,3,2,1,1,1,2,1,1,1.5,1,1.5,1,1.5,0.5,1.5,1.5,3.5,1,1,2.5,3,4.5,1.5,7.5,1,2,1,2.5,2,1,1,3,1.5,1,0.5,6.5
"CFAP97",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,2,1,0.5,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,1,1,0.5,1.5,2,1,1,1
"CFAP97D2",1,2,1,1,1,1,0.5,1.5,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,4,1.5,1.5,1,1,1,1,2,1,1,1,1,1,1,1,0.5,3,1,1.5,1,1.5,1
"CFAP99",1,1.5,1,0.5,2,1,1,1.5,1,2,2,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,3,1.5,2,1,1,1.5,1,1,1,1,2,2,1,1,1
"CFB",1.5,2,1.5,1,2,1,1.5,3,1.5,2,2,1.5,1,1,2,1,2,1.5,1,1,1,1,1,2,1.5,3,1,1,2,2,2.5,1.5,1,1,3,2,2,1.5,1,1.5,2.5,2,1,1,1
"CFD",0.5,1,1,1,1,1,1,1.5,1,1.5,3,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,2,2,1,0.5,1,1.5,1.5,2,1,1,2.5,1,1.5,1,0.5,1,2,1,1,0.5,1
"CFDP1",1,1.5,2,0.5,2,1,0.5,1.5,1,2,1,1,0.5,1.5,2,1,1,2,1,1,1,1,1,1.5,1.5,2.5,1,1,2,2,2,1,1.5,1,1,1,2,1,1,1,3,1.5,1.5,1,1
"CFH",1,3,2.5,1,3.5,1,2,3.5,2,2,2,1.5,1,1.5,2.5,1,2.5,3,1,1.5,1,1,1.5,2.5,2,2.5,1.5,1,4,2,3,2.5,1.5,1,2,1.5,3,2,1,2.5,2,3.5,1,2,1
"CFI",1,2,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1.5,2,1.5,1.5,2.5,1,1.5,1.5,2,2,1,1,2,2,1,1,1
"CFL1",1,2,1.5,1,1.5,1,1,1.5,1.5,3.5,1.5,1,1,1,2,1.5,1.5,2,1,1,1,1,1,1.5,2,2,2,1,1.5,2.5,3,2,2.5,1,1,1.5,1,1.5,1,1,2.5,1.5,1,1,1
"CFL1P1",1,1.5,1,0.5,1.5,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,0.5,2,1,1,1.5,2,2.5,1,1,1
"CFL2",1,1.5,2,1,1,1,1.5,2,1,2.5,1.5,1,1,1,2,1,6.5,2,0.5,1,1,1,1,4.5,1,2.5,1,1,4,2.5,4.5,1.5,3.5,1,1,1,3,3,1,1.5,2.5,2,1.5,1,1
"CFLAR",1,2,1,1,1.5,1,1,3.5,1,1.5,1.5,1,1,1.5,2,1,1.5,2,1,1,1,1,1,2,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"CFLAR-AS1",1,2,1,1,1.5,1,1,3.5,1,1.5,1.5,1,1,1.5,2,1,1.5,2,1,1,1,1,1,2,1.5,2.5,1.5,1,1.5,2,2,1,2,1,1,1,2.5,2,1,1.5,2,1.5,1,1,1
"CFP",0.5,1,1,1,2,1,0.5,1.5,1,1,1,1,0.5,0.5,1,1,0.5,1,0.5,1,0.5,0.5,1,1,1,0.5,1,0.5,2.5,1.5,1.5,1.5,1,1,1,0.5,1.5,2,0.5,1,4.5,1,1,1,0.5
"CFTR",1,1,1.5,1,1.5,1,1.5,2,2,1.5,2,1,3.5,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,1.5,3,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"CGAS",0.5,2,1,1,2,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1.5,1,1,0.5,1.5,1.5,2.5,1,1.5,1,2,1,1,1,1,1.5,1.5,1,1,1,1
"CGGBP1",0.5,1.5,1,1,1,1,0.5,1.5,1,1,2,0.5,1,0.5,1,1,1.5,1,0.5,1,1,1,1,1.5,1.5,2,1,0.5,1,1.5,2,1,1.5,1,2,1.5,2,2,0.5,1,2,2,1,1,2.5
"CGN",1.5,3,2.5,1,3.5,1,3,4,2,2,2,1.5,1,1.5,2,1,3.5,3,1.5,1.5,1,1,1.5,2.5,2,2.5,3.5,1,4,2,4,2.5,7.5,1,2,2.5,3,3,1,2.5,5,3.5,1,2,1
"CGNL1",1,2,0.5,1,2,1,0.5,1.5,0.5,1.5,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1.5,1,0.5,2,1,1,1,1
"CGREF1",1,2,1,1,2,1,1,2.5,2,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2.5,1,1.5,1,3,2,1,2.5,2,1.5,1,1,1
"CGRRF1",1,1.5,2,1,1,1,1.5,2,1,2,1.5,1,1,0.5,2,1,1.5,2,0.5,2,1,1,1,2.5,1,2.5,1,1,4,2.5,3,1,1,1,1,1,1,3,1,1.5,2.5,2,1.5,1,1
"CH17-340M24.3",0.5,1,1,1,2,1,1,2,1,1,1,1,0.5,1.5,1,1,1,3,0.5,1,0.5,0.5,1,1,1,2.5,1,0.5,2.5,1.5,3,2,1,1,0.5,1,1.5,1.5,0.5,1,5,1,1,0.5,0.5
"CH25H",1,1.5,1,0.5,1.5,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,0.5,2,1,1,1.5,2,2.5,1,1,1
"CHAC1",1,2,0.5,0.5,2,1,0.5,1.5,0.5,1,2.5,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,0.5,1.5,2,1,1,1,0.5
"CHAC2",1,2,1,1,2,1,1,2.5,2,2.5,2,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,2,2,2,1,1.5,2.5,3.5,1.5,2,1,1.5,1,3,2,1,2.5,2,1.5,1,1,1
"CHAD",1,2,1.5,1.5,2,1,2,1.5,1,1.5,2,1,1.5,1,2.5,1.5,1,3,1,1,1.5,1,1,3,2,2.5,2,1,2,3,2.5,2,2.5,1,1.5,2,2.5,2,1,2,2.5,1.5,1,1,1.5
"CHADL",0.5,2,1,1,3,1,1,1.5,1,1.5,1,1,0.5,0.5,2,1,1,1,0.5,1,1,0.5,1,2,1,1.5,1,0.5,1,3,1.5,1.5,1,1,2,1,1.5,1,0.5,2,2,1,1,1,1
"CHAF1A",0.5,1,1,1,1,1,1,1.5,1,1.5,1,1,1,1,1.5,1,1.5,1,0.5,1,1,0.5,0.5,1.5,2,2,1,0.5,1,1.5,1.5,2,1,1,2.5,1,1.5,1,0.5,1,2,1,1,0.5,1
"CHAF1B",0.5,2,2,1.5,2,1,1,1.5,1,1.5,2,1,0.5,1,1.5,1,1,1,0.5,1,1,0.5,1,1.5,2,1.5,1,1,1,3,3,2,1.5,1,1.5,1,2,1,1,2,3,1,1,1,1
"CHAMP1",1,2,1,1,1,1,0.5,1.5,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,4,1.5,1.5,1,1,1,1,2,1,1,1,1,1,1,1,0.5,3,1,1.5,1,1.5,1
"CHASERR",1,2,0.5,0.5,2,1,0.5,1.5,1,2,2.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1,1,2,2,1,1,1,3,1,1,1,0.5,1,2,1.5,1,1,2,2,1,1,1
"CHCHD1",1,1.5,1,0.5,1,1,0.5,3,1.5,2,2,1,1,1,1,0.5,1.5,1.5,1,1,1,0.5,1,1,1,2,1,1,1.5,1,2,1.5,1.5,1,1.5,2.5,2,1,1,1.5,2,2.5,1,1,1
"CHCHD10",0.5,2,1.5,1,3,1,1,1.5,1,1,1,1,1,0.5,2.5,1,1,1,0.5,1,1,0.5,1,2,1,1.5,1,0.5,1,3,1.5,2,1,1,1.5,1,1.5,1,0.5,2,2,1,1,1,1
"CHCHD2",1,3,1.5,2,1.5,1,1.5,1.5,2,3.5,3,1,1.5,1,2.5,2,4.5,1.5,0.5,2.5,1,0.5,1,7.5,2,3.5,2,1,1.5,7.5,2.5,2,1.5,1,1.5,3.5,2.5,2,1,1.5,3.5,2.5,1,1,2
"CHCHD2P2",1,1.5,1,0.5,2,1,1,1.5,1,2.5,2,1,0.5,1,1,1,2,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,2,3,1,1,1,1
"CHCHD2P6",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,1.5,1,1,1,2,1.5,0.5,2,3,2,1,1,1
"CHCHD2P9",0.5,1.5,1,0.5,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1.5,1,0.5,1.5,1,1.5,1,2,1,1,1,1.5,1.5,0.5,1,2,2,1,1,1
"CHCHD3",1,1,1.5,1,1.5,1,1.5,1.5,2,1.5,1,1,1,1,1,2,1.5,2,1.5,1.5,1,0.5,1,2.5,3,3,2,1,2,4,2.5,2.5,3,1,2,1.5,3,2,1,1.5,3.5,2.5,1,1,2
"CHCHD4",0.5,1.5,1,1,1,1,0.5,1.5,1,1,2,0.5,1,0.5,1,1,1.5,1,0.5,0.5,1,1,1,1.5,1.5,1,1,0.5,1,1.5,2.5,1,1.5,1,1.5,1.5,2,2,0.5,1,2,2,1,1,1
"CHCHD5",1,2,1,1,2,1,1,2.5,1,2,1.5,1,1,1,2,1,1.5,1.5,1,1,1,1,1,2,1.5,2,1,1,1.5,2,4,1,2,1,2.5,1,2.5,2,1,1.5,2,1.5,1,1,1
"CHCHD6",0.5,1.5,1.5,1,4,1,1.5,1.5,2,1.5,2,0.5,1,1,1,1,1.5,1.5,1,1,1,1,1,1.5,2,2,1.5,1,1,2.5,3,1.5,1.5,1,1.5,1.5,1.5,1.5,0.5,2,2,2,1,1,1
"CHCHD7",1,2,3.5,1,2,1,1.5,3,2,2.5,2,1,1,0.5,3,1,4,2.5,0.5,1,1,1,1,2,2,2.5,2,1,1.5,2.5,3,2,1.5,1,3,2.5,4.5,2,1,0.5,3,2.5,1,1,1
"CHD1",1,1.5,1,0.5,2,1,1,3,1,1,2,1,0.5,0.5,1,1,1.5,1,0.5,1,1,0.5,1,2,2,1,1,1,2,1,1.5,2,1.5,1,1,1.5,1,1.5,0.5,1,3,1,1,1,1
"CHD2",1,2,0.5,0.5,2,1,0.5,1.5,1,2,2.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1,1,2,2,1,1,1,3,1,1,1,0.5,1,2,1.5,1,1,2,2,1,1,1
"CHD3",1,2,1,0.5,1,1,0.5,1.5,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,1.5,0.5,1,1,1,1,1,1,2,1,2,1,1,1,1,1.5,1,1.5,0.5,1,1,1,1,1,1
"CHD4",1,2,0.5,0.5,2,1,0.5,1.5,1,2,2,1,1,1,2,1,1,1.5,1,1.5,1,0.5,1,1.5,1.5,2.5,1,1.5,0.5,3,3,1.5,1,0.5,1.5,1,2.5,2,1,1,2,1.5,1,0.5,1
"CHD5",0.5,2,1,1,2,1,1,1.5,1.5,2,1,1,1,1.5,2.5,1,1,2,1,1,1,0.5,1,2,1.5,2,1,1,1,2,2.5,1.5,1.5,1,0.5,1,2,1.5,0.5,1.5,3,2,1,1,1
