"","TCGA.CZ.5467..01A","TCGA.CJ.5677..01A","TCGA.B0.5697..01A","TCGA.CZ.5457..01A","TCGA.B0.5709..01A","TCGA.CJ.5679..01A","TCGA.CW.5587..01A","TCGA.CW.5580..01A","TCGA.B0.5691..01A","TCGA.CZ.4864..01A","TCGA.B0.5703..01A","TCGA.B0.4700..01A","TCGA.B0.5696..01A","TCGA.CW.5585..01A","TCGA.CZ.5461..01A","TCGA.CZ.5466..01A","TCGA.CZ.5453..01A","TCGA.CZ.5468..01A","TCGA.CZ.5986..01A","TCGA.CZ.5982..01A","TCGA.B2.5641..01A","TCGA.B8.5549..01A","TCGA.B8.4622..01A","TCGA.CZ.5452..01A","TCGA.CJ.5672..01A","TCGA.CW.5591..01A","TCGA.CZ.5988..01A","TCGA.CJ.6030..01A","TCGA.CW.5584..01A","TCGA.CZ.5984..01A","TCGA.CZ.5989..01A","TCGA.CZ.4865..01A","TCGA.CZ.5985..01A","TCGA.CZ.5469..01A","TCGA.B0.5694..01A","TCGA.B0.4712..01A","TCGA.CJ.5689..01A","TCGA.A3.3358..01A","TCGA.B0.5690..01A","TCGA.CZ.5465..01A","TCGA.B0.5712..01A","TCGA.CZ.5454..01A","TCGA.CZ.5463..01A","TCGA.B0.5699..01A","TCGA.B8.5552..01A","TCGA.B0.5402..01A","TCGA.CJ.5681..01A","TCGA.CJ.5676..01A","TCGA.B0.5706..01A","TCGA.CW.6090..01A","TCGA.CW.5589..01A","TCGA.CZ.5455..01A","TCGA.CJ.5680..01A","TCGA.B0.5705..01A","TCGA.CW.6088..01A","TCGA.CZ.5470..01A","TCGA.CZ.5462..01A","TCGA.CZ.5458..01A","TCGA.CJ.6033..01A","TCGA.CJ.5678..01A","TCGA.A3.3387..01A","TCGA.B0.5711..01A","TCGA.B0.5701..01A","TCGA.CZ.5451..01A","TCGA.CZ.5456..01A","TCGA.B8.4620..01A","TCGA.CW.5581..01A","TCGA.B8.4619..01A","TCGA.CZ.4863..01A","TCGA.CZ.5987..01A"
"BRD8",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,3.5,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"BRF2",1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,2.5,0.5,0.5,1,0.5,1,1,1.5,1,1,0.5,2,0.5,0.5,1,1.5,1,1.5,1,3,1,0.5,0.5,1,1,1.5,0.5,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,1,2.5,1.5,1,1,1,1
"BRI3",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"BRI3BP",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"BRICD5",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"BRINP1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"BRINP3",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"BRIP1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,2.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"BRIX1",1,1,1,2,1,2.5,1.5,1,1,1.5,1,1,1.5,1,3,1.5,1,2,1.5,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,2,1,1,1,3,1.5,1,1.5,1,1,2,1,1.5,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,1,1
"BRK1",0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"BRMS1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"BRMS1L",1,0.5,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,3.5,0.5,0.5,0.5
"BROX",1,1,1,1,1,2,1.5,1,1,1,0.5,1,1,0.5,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"BRPF1",0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"BRPF3",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BRSK1",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"BRSK2",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"BRWD1",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"BRWD1-AS2",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"BSCL2",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"BSDC1",1,0.5,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1.5,1.5,1,0.5,1,1
"BSG",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"BSN",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"BSN-DT",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"BSND",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"BSPRY",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"BST1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,0.5,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"BST2",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"BTBD1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"BTBD10",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"BTBD11",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"BTBD16",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"BTBD19",1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"BTBD2",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"BTBD3",1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2.5,1,1,1,2,1.5,1,1,2,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
"BTBD7",1,0.5,0.5,1.5,1,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"BTBD8",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"BTBD9",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTC",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"BTD",0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"BTF3",1,1,1,2,1,2.5,1.5,1,1,1.5,1,1,2,1,3,1.5,1,2,1.5,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,2,1,1,1,3,1.5,1,1.5,1,1,2,1,1.5,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1
"BTF3L4",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"BTF3L4P2",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"BTG1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"BTG2",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"BTG3",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"BTG3-AS1",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"BTLA",0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,1,1.5,1,0.5,1,0.5,1,0.5,1,1,0.5,1,1.5,1,1,1,2,0.5,2,0.5,2,1,2,0.5,1,1,3.5,1,1,0.5,1,1,2,1,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1,1,1.5,1,1,0.5,2,1,1,1,1,0.5
"BTN2A1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTN2A2",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTN2A3P",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTN3A1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTN3A2",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTN3A3",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,0.5,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BTNL8",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,3.5,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"BTRC",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"BUB1B",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"BUB3",1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,0.5,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"BUD13",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,0.5,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1.5,2,1,1,1,1
"BUD23",1,1,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1.5,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1.5,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"BUD31",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3.5,1,1,1,2,1.5,1,1.5,1.5,1.5,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"BVES",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BVES-AS1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BX255923.1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1.5,1,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"BX284613.2",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1.5,1,1,1,2,1,1,1.5,2.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"BX322234.1",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"BX322562.1",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"BX323043.1",1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,0.5,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,0.5,1,1.5,1.5,1,0.5,1,1
"BX470102.1",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1.5,1,1,1,1.5,1,1,1.5,2.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"BX470102.2",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1.5,1,1,1,1.5,1,1,1.5,2.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"BX537318.1",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"BX640514.2",1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2.5,1,1,1,2,1.5,1,1,2,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
"BX649601.1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,0.5,1,1,0.5
